tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Bifidobacterium_gallicum,g__Bifidobacterium,rank_6,s__Bifidobacterium_gallicum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_gallicum
s__Nocardioides_szechwanensis,g__Nocardioides,rank_6,s__Nocardioides_szechwanensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides_szechwanensis
g__Ga0074136,f__Acetobacteraceae,rank_5,g__Ga0074136,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Ga0074136,
f__2-12-FULL-44-17,o__Omnitrophales,rank_4,f__2-12-FULL-44-17,Root,d__Bacteria,p__Omnitrophica,c__Omnitrophica,o__Omnitrophales,f__2-12-FULL-44-17,,
g__2-12-FULL-44-17,f__2-12-FULL-44-17,rank_5,g__2-12-FULL-44-17,Root,d__Bacteria,p__Omnitrophica,c__Omnitrophica,o__Omnitrophales,f__2-12-FULL-44-17,g__2-12-FULL-44-17,
g__Herbidospora,f__Streptosporangiaceae,rank_5,g__Herbidospora,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Herbidospora,
s__Herbidospora_yilanensis,g__Herbidospora,rank_6,s__Herbidospora_yilanensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Herbidospora,s__Herbidospora_yilanensis
g__UBA12454,f__SG8-4,rank_5,g__UBA12454,Root,d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__SG8-4,f__SG8-4,g__UBA12454,
g__CAG-194,f__Lachnospiraceae,rank_5,g__CAG-194,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-194,
s__CAG-194_sp1,g__CAG-194,rank_6,s__CAG-194_sp1,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-194,s__CAG-194_sp1
g__Bacteriovorax,f__Bacteriovoracaceae,rank_5,g__Bacteriovorax,Root,d__Bacteria,p__Bdellovibrionota,c__Bacteriovoracia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Bacteriovorax,
g__Natronobacterium_A,f__Haloferacaceae,rank_5,g__Natronobacterium_A,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Natronobacterium_A,
s__Natronobacterium_A_texcoconense,g__Natronobacterium_A,rank_6,s__Natronobacterium_A_texcoconense,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Natronobacterium_A,s__Natronobacterium_A_texcoconense
g__22II-16-19i,f__Rhizobiaceae,rank_5,g__22II-16-19i,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__22II-16-19i,
s__Desulfuromusa_kysingii,g__Desulfuromusa,rank_6,s__Desulfuromusa_kysingii,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Desulfuromonadales,f__Geopsychrobacteraceae,g__Desulfuromusa,s__Desulfuromusa_kysingii
s__Dialister_micraerophilus,g__Dialister,rank_6,s__Dialister_micraerophilus,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister_micraerophilus
s__Tessaracoccus_oleiagri,g__Tessaracoccus,rank_6,s__Tessaracoccus_oleiagri,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Tessaracoccus,s__Tessaracoccus_oleiagri
c__UBA8919,p__Elusimicrobia,rank_2,c__UBA8919,Root,d__Bacteria,p__Elusimicrobia,c__UBA8919,,,,
o__UBA8919,c__UBA8919,rank_3,o__UBA8919,Root,d__Bacteria,p__Elusimicrobia,c__UBA8919,o__UBA8919,,,
f__UBA8919,o__UBA8919,rank_4,f__UBA8919,Root,d__Bacteria,p__Elusimicrobia,c__UBA8919,o__UBA8919,f__UBA8919,,
g__UBA9627,f__UBA8919,rank_5,g__UBA9627,Root,d__Bacteria,p__Elusimicrobia,c__UBA8919,o__UBA8919,f__UBA8919,g__UBA9627,
s__Rickettsia_asembonensis,g__Rickettsia,rank_6,s__Rickettsia_asembonensis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__Rickettsia_asembonensis
g__Solobacterium,f__Erysipelotrichaceae,rank_5,g__Solobacterium,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,
s__Solobacterium_moorei,g__Solobacterium,rank_6,s__Solobacterium_moorei,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium_moorei
g__Moranella,f__Enterobacteriaceae,rank_5,g__Moranella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Moranella,
s__Moranella_endobia,g__Moranella,rank_6,s__Moranella_endobia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Moranella,s__Moranella_endobia
g__Varibaculum,f__Actinomycetaceae,rank_5,g__Varibaculum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Varibaculum,
s__Varibaculum_cambriense,g__Varibaculum,rank_6,s__Varibaculum_cambriense,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Varibaculum,s__Varibaculum_cambriense
f__BRHc4a,o__Desulfotomaculales,rank_4,f__BRHc4a,Root,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Desulfotomaculales,f__BRHc4a,,
g__BRHc4a,f__BRHc4a,rank_5,g__BRHc4a,Root,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Desulfotomaculales,f__BRHc4a,g__BRHc4a,
g__Halanaeroarchaeum,f__Halobacteriaceae,rank_5,g__Halanaeroarchaeum,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halanaeroarchaeum,
s__Halanaeroarchaeum_sulfurireducens,g__Halanaeroarchaeum,rank_6,s__Halanaeroarchaeum_sulfurireducens,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halanaeroarchaeum,s__Halanaeroarchaeum_sulfurireducens
g__CAG-462,f__Bacteroidaceae,rank_5,g__CAG-462,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__CAG-462,
s__Lactobacillus_G_sanfranciscensis,g__Lactobacillus_G,rank_6,s__Lactobacillus_G_sanfranciscensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G_sanfranciscensis
g__RS62,f__Burkholderiaceae,rank_5,g__RS62,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__RS62,
g__Oceanisphaera,f__Aeromonadaceae,rank_5,g__Oceanisphaera,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Oceanisphaera,
s__Oceanisphaera_profunda,g__Oceanisphaera,rank_6,s__Oceanisphaera_profunda,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Oceanisphaera,s__Oceanisphaera_profunda
g__UBA3361,f__Hydrogenophilaceae,rank_5,g__UBA3361,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Hydrogenophilaceae,g__UBA3361,
g__GCA-900066755,f__Lachnospiraceae,rank_5,g__GCA-900066755,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__GCA-900066755,
g__Thiocapsa,f__Chromatiaceae,rank_5,g__Thiocapsa,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiocapsa,
s__Thiocapsa_marina,g__Thiocapsa,rank_6,s__Thiocapsa_marina,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiocapsa,s__Thiocapsa_marina
s__Desulfovibrio_E_alkalitolerans,g__Desulfovibrio_E,rank_6,s__Desulfovibrio_E_alkalitolerans,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_E,s__Desulfovibrio_E_alkalitolerans
g__Bacillus_AC,f__Bacillaceae_A,rank_5,g__Bacillus_AC,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AC,
g__UBA6606,f__Microbacteriaceae,rank_5,g__UBA6606,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__UBA6606,
s__Macrococcus_canis,g__Macrococcus,rank_6,s__Macrococcus_canis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Macrococcus,s__Macrococcus_canis
g__Thermobacillus,f__Paenibacillaceae,rank_5,g__Thermobacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__Thermobacillus,
s__Thermobacillus_composti,g__Thermobacillus,rank_6,s__Thermobacillus_composti,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__Thermobacillus,s__Thermobacillus_composti
s__Bacillus_W_bataviensis,g__Bacillus_W,rank_6,s__Bacillus_W_bataviensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_W,s__Bacillus_W_bataviensis
g__Paludibacter,f__Paludibacteraceae,rank_5,g__Paludibacter,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,
s__Paludibacter_propionicigenes,g__Paludibacter,rank_6,s__Paludibacter_propionicigenes,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,s__Paludibacter_propionicigenes
f__Algiphilaceae,o__Nevskiales,rank_4,f__Algiphilaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__Algiphilaceae,,
g__Algiphilus,f__Algiphilaceae,rank_5,g__Algiphilus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__Algiphilaceae,g__Algiphilus,
s__Algiphilus_aromaticivorans,g__Algiphilus,rank_6,s__Algiphilus_aromaticivorans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__Algiphilaceae,g__Algiphilus,s__Algiphilus_aromaticivorans
g__Flexilinea,f__Anaerolineaceae,rank_5,g__Flexilinea,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Flexilinea,
s__Flexilinea_flocculi,g__Flexilinea,rank_6,s__Flexilinea_flocculi,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Flexilinea,s__Flexilinea_flocculi
f__GWF2-33-38,o__Bacteroidales,rank_4,f__GWF2-33-38,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__GWF2-33-38,,
g__GWF2-33-38,f__GWF2-33-38,rank_5,g__GWF2-33-38,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__GWF2-33-38,g__GWF2-33-38,
p__Modulibacteria,d__Bacteria,rank_1,p__Modulibacteria,Root,d__Bacteria,p__Modulibacteria,,,,,
c__Moduliflexia,p__Modulibacteria,rank_2,c__Moduliflexia,Root,d__Bacteria,p__Modulibacteria,c__Moduliflexia,,,,
o__Moduliflexales,c__Moduliflexia,rank_3,o__Moduliflexales,Root,d__Bacteria,p__Modulibacteria,c__Moduliflexia,o__Moduliflexales,,,
f__Moduliflexaceae,o__Moduliflexales,rank_4,f__Moduliflexaceae,Root,d__Bacteria,p__Modulibacteria,c__Moduliflexia,o__Moduliflexales,f__Moduliflexaceae,,
g__Moduliflexus,f__Moduliflexaceae,rank_5,g__Moduliflexus,Root,d__Bacteria,p__Modulibacteria,c__Moduliflexia,o__Moduliflexales,f__Moduliflexaceae,g__Moduliflexus,
s__Moduliflexus_flocculans,g__Moduliflexus,rank_6,s__Moduliflexus_flocculans,Root,d__Bacteria,p__Modulibacteria,c__Moduliflexia,o__Moduliflexales,f__Moduliflexaceae,g__Moduliflexus,s__Moduliflexus_flocculans
s__Arenimonas_donghaensis,g__Arenimonas,rank_6,s__Arenimonas_donghaensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Arenimonas,s__Arenimonas_donghaensis
g__Thalassobacillus,f__Halobacillaceae,rank_5,g__Thalassobacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Halobacillaceae,g__Thalassobacillus,
s__Thalassobacillus_cyri,g__Thalassobacillus,rank_6,s__Thalassobacillus_cyri,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Halobacillaceae,g__Thalassobacillus,s__Thalassobacillus_cyri
g__CAG-628,f__CAG-1000,rank_5,g__CAG-628,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-1000,g__CAG-628,
p__O2-12-FULL-43-9,d__Bacteria,rank_1,p__O2-12-FULL-43-9,Root,d__Bacteria,p__O2-12-FULL-43-9,,,,,
c__O2-12-FULL-43-9,p__O2-12-FULL-43-9,rank_2,c__O2-12-FULL-43-9,Root,d__Bacteria,p__O2-12-FULL-43-9,c__O2-12-FULL-43-9,,,,
o__2-02-FULL-40-11,c__O2-12-FULL-43-9,rank_3,o__2-02-FULL-40-11,Root,d__Bacteria,p__O2-12-FULL-43-9,c__O2-12-FULL-43-9,o__2-02-FULL-40-11,,,
f__2-02-FULL-40-11,o__2-02-FULL-40-11,rank_4,f__2-02-FULL-40-11,Root,d__Bacteria,p__O2-12-FULL-43-9,c__O2-12-FULL-43-9,o__2-02-FULL-40-11,f__2-02-FULL-40-11,,
g__2-02-FULL-38-15-A,f__2-02-FULL-40-11,rank_5,g__2-02-FULL-38-15-A,Root,d__Bacteria,p__O2-12-FULL-43-9,c__O2-12-FULL-43-9,o__2-02-FULL-40-11,f__2-02-FULL-40-11,g__2-02-FULL-38-15-A,
g__UBA6488,f__Nitrospiraceae,rank_5,g__UBA6488,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__UBA6488,
g__DTU013,f__Acetivibrionaceae,rank_5,g__DTU013,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,g__DTU013,
s__DTU013_sp1,g__DTU013,rank_6,s__DTU013_sp1,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,g__DTU013,s__DTU013_sp1
g__Q-1,f__Kordiimonadaceae,rank_5,g__Q-1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Kordiimonadaceae,g__Q-1,
g__Spiroplasma_B,f__Mycoplasmataceae,rank_5,g__Spiroplasma_B,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Spiroplasma_B,
s__Spiroplasma_B_sabaudiense,g__Spiroplasma_B,rank_6,s__Spiroplasma_B_sabaudiense,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Spiroplasma_B,s__Spiroplasma_B_sabaudiense
s__Thiothrix_lacustris,g__Thiothrix,rank_6,s__Thiothrix_lacustris,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiothrix,s__Thiothrix_lacustris
g__Confluentimicrobium,f__Rhodobacteraceae,rank_5,g__Confluentimicrobium,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Confluentimicrobium,
s__Confluentimicrobium_sp1,g__Confluentimicrobium,rank_6,s__Confluentimicrobium_sp1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Confluentimicrobium,s__Confluentimicrobium_sp1
s__Myroides_injenensis,g__Myroides,rank_6,s__Myroides_injenensis,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Myroides,s__Myroides_injenensis
g__01-FULL-45-10b,f__01-FULL-45-10b,rank_5,g__01-FULL-45-10b,Root,d__Bacteria,p__Omnitrophica,c__Omnitrophica,o__Omnitrophales,f__01-FULL-45-10b,g__01-FULL-45-10b,
s__Algoriphagus_alkaliphilus,g__Algoriphagus,rank_6,s__Algoriphagus_alkaliphilus,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,s__Algoriphagus_alkaliphilus
s__Yersinia_intermedia,g__Yersinia,rank_6,s__Yersinia_intermedia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Yersinia,s__Yersinia_intermedia
g__Halogranum,f__Haloferacaceae,rank_5,g__Halogranum,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halogranum,
s__Halogranum_gelatinilyticum,g__Halogranum,rank_6,s__Halogranum_gelatinilyticum,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halogranum,s__Halogranum_gelatinilyticum
s__Thermus_oshimai,g__Thermus,rank_6,s__Thermus_oshimai,Root,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae,g__Thermus,s__Thermus_oshimai
s__Corynebacterium_aquilae,g__Corynebacterium,rank_6,s__Corynebacterium_aquilae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_aquilae
s__Phytoplasma_pruni,g__Phytoplasma,rank_6,s__Phytoplasma_pruni,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Phytoplasma,s__Phytoplasma_pruni
s__Lachnospira_sp1,g__Lachnospira,rank_6,s__Lachnospira_sp1,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira_sp1
g__AAP99,f__Burkholderiaceae,rank_5,g__AAP99,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__AAP99,
s__Bifidobacterium_crudilactis,g__Bifidobacterium,rank_6,s__Bifidobacterium_crudilactis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_crudilactis
f__Sulfurivirgaceae,o__Thiomicrospirales,rank_4,f__Sulfurivirgaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Sulfurivirgaceae,,
g__Sulfurivirga,f__Sulfurivirgaceae,rank_5,g__Sulfurivirga,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Sulfurivirgaceae,g__Sulfurivirga,
s__Sulfurivirga_caldicuralii,g__Sulfurivirga,rank_6,s__Sulfurivirga_caldicuralii,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Sulfurivirgaceae,g__Sulfurivirga,s__Sulfurivirga_caldicuralii
s__Parabacteroides_gordonii,g__Parabacteroides,rank_6,s__Parabacteroides_gordonii,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides_gordonii
s__Anaeromyxobacter_dehalogenans_A,g__Anaeromyxobacter,rank_6,s__Anaeromyxobacter_dehalogenans_A,Root,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__Anaeromyxobacter_dehalogenans_A
g__Skermanella,f__Azospirillaceae,rank_5,g__Skermanella,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Skermanella,
s__Skermanella_aerolata,g__Skermanella,rank_6,s__Skermanella_aerolata,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Skermanella,s__Skermanella_aerolata
s__Clostridium_M_clostridioformis,g__Clostridium_M,rank_6,s__Clostridium_M_clostridioformis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_M,s__Clostridium_M_clostridioformis
g__Rhodonellum,f__Cyclobacteriaceae,rank_5,g__Rhodonellum,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Rhodonellum,
s__Rhodonellum_psychrophilum,g__Rhodonellum,rank_6,s__Rhodonellum_psychrophilum,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Rhodonellum,s__Rhodonellum_psychrophilum
g__Cystobacter,f__Myxococcaceae,rank_5,g__Cystobacter,Root,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__Cystobacter,
s__Cystobacter_fuscus,g__Cystobacter,rank_6,s__Cystobacter_fuscus,Root,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__Cystobacter,s__Cystobacter_fuscus
o__Synechococcales_B,c__Oxyphotobacteria,rank_3,o__Synechococcales_B,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_B,,,
f__Prochlorotrichaceae,o__Synechococcales_B,rank_4,f__Prochlorotrichaceae,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_B,f__Prochlorotrichaceae,,
g__Prochlorothrix,f__Prochlorotrichaceae,rank_5,g__Prochlorothrix,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_B,f__Prochlorotrichaceae,g__Prochlorothrix,
s__Prochlorothrix_hollandica,g__Prochlorothrix,rank_6,s__Prochlorothrix_hollandica,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_B,f__Prochlorotrichaceae,g__Prochlorothrix,s__Prochlorothrix_hollandica
s__Porphyrobacter_tepidarius,g__Porphyrobacter,rank_6,s__Porphyrobacter_tepidarius,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Porphyrobacter,s__Porphyrobacter_tepidarius
g__Krasilnikoviella,f__Cellulomonadaceae,rank_5,g__Krasilnikoviella,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Krasilnikoviella,
s__Krasilnikoviella_flava,g__Krasilnikoviella,rank_6,s__Krasilnikoviella_flava,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Krasilnikoviella,s__Krasilnikoviella_flava
f__Hydrogenobaculaceae,o__Aquificales,rank_4,f__Hydrogenobaculaceae,Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenobaculaceae,,
g__Hydrogenobaculum,f__Hydrogenobaculaceae,rank_5,g__Hydrogenobaculum,Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Hydrogenobaculaceae,g__Hydrogenobaculum,
g__GP183,f__Paenibacillaceae,rank_5,g__GP183,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__GP183,
s__Fusobacterium_gonidiaformans,g__Fusobacterium,rank_6,s__Fusobacterium_gonidiaformans,Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_gonidiaformans
g__Gsub,f__Thioglobaceae,rank_5,g__Gsub,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Thioglobaceae,g__Gsub,
g__Pajaroellobacter,f__Polyangiaceae,rank_5,g__Pajaroellobacter,Root,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Pajaroellobacter,
s__Pajaroellobacter_abortibovis,g__Pajaroellobacter,rank_6,s__Pajaroellobacter_abortibovis,Root,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Pajaroellobacter,s__Pajaroellobacter_abortibovis
g__Clostridium_Z,f__Clostridiaceae,rank_5,g__Clostridium_Z,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_Z,
s__Clostridium_Z_frigidicarnis,g__Clostridium_Z,rank_6,s__Clostridium_Z_frigidicarnis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_Z,s__Clostridium_Z_frigidicarnis
s__Bartonella_vinsonii,g__Bartonella,rank_6,s__Bartonella_vinsonii,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Bartonella,s__Bartonella_vinsonii
o__Thermoflexales,c__Anaerolineae,rank_3,o__Thermoflexales,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Thermoflexales,,,
f__Thermoflexaceae,o__Thermoflexales,rank_4,f__Thermoflexaceae,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Thermoflexales,f__Thermoflexaceae,,
g__Thermoflexus,f__Thermoflexaceae,rank_5,g__Thermoflexus,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Thermoflexales,f__Thermoflexaceae,g__Thermoflexus,
s__Thermoflexus_hugenholtzii,g__Thermoflexus,rank_6,s__Thermoflexus_hugenholtzii,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Thermoflexales,f__Thermoflexaceae,g__Thermoflexus,s__Thermoflexus_hugenholtzii
s__Psychromonas_hadalis,g__Psychromonas,rank_6,s__Psychromonas_hadalis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Psychromonadaceae,g__Psychromonas,s__Psychromonas_hadalis
