tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
f__Saprospiraceae,o__Sphingobacteriales,family,f__Saprospiraceae,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Saprospiraceae,,
g__Haliscomenobacter,f__Saprospiraceae,genus,g__Haliscomenobacter,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Saprospiraceae,g__Haliscomenobacter,
s__Haliscomenobacter_hydrossis,g__Haliscomenobacter,species,s__Haliscomenobacter_hydrossis,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Saprospiraceae,g__Haliscomenobacter,s__Haliscomenobacter_hydrossis
o__Thiotrichales,c__Gammaproteobacteria,order,o__Thiotrichales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,,,
f__Thiotrichaceae,o__Thiotrichales,family,f__Thiotrichaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,,
g__Beggiatoa,f__Thiotrichaceae,genus,g__Beggiatoa,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Beggiatoa,
s__Beggiatoa_alba,g__Beggiatoa,species,s__Beggiatoa_alba,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Beggiatoa,s__Beggiatoa_alba
g__Alkalibacillus,f__Bacillaceae,genus,g__Alkalibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Alkalibacillus,
s__Alkalibacillus_haloalkaliphilus,g__Alkalibacillus,species,s__Alkalibacillus_haloalkaliphilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Alkalibacillus,s__Alkalibacillus_haloalkaliphilus
o__Rhodocyclales,c__Betaproteobacteria,order,o__Rhodocyclales,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,,,
f__Rhodocyclaceae,o__Rhodocyclales,family,f__Rhodocyclaceae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,,
g__Azospira,f__Rhodocyclaceae,genus,g__Azospira,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Azospira,
s__Azospira_oryzae,g__Azospira,species,s__Azospira_oryzae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Azospira,s__Azospira_oryzae
c__Epsilonproteobacteria,p__Proteobacteria,class,c__Epsilonproteobacteria,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,,,,
o__Campylobacterales,c__Epsilonproteobacteria,order,o__Campylobacterales,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,,,
f__Helicobacteraceae,o__Campylobacterales,family,f__Helicobacteraceae,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,,
g__Helicobacter,f__Helicobacteraceae,genus,g__Helicobacter,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,
s__Helicobacter_canadensis,g__Helicobacter,species,s__Helicobacter_canadensis,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_canadensis
g__Fructobacillus,f__Leuconostocaceae,genus,g__Fructobacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Fructobacillus,
s__Fructobacillus_fructosus,g__Fructobacillus,species,s__Fructobacillus_fructosus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Fructobacillus,s__Fructobacillus_fructosus
s__Pseudoalteromonas_sp._BSi20439,g__Pseudoalteromonas,species,s__Pseudoalteromonas_sp._BSi20439,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas_sp._BSi20439
g__Yokenella,f__Enterobacteriaceae,genus,g__Yokenella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Yokenella,
s__Yokenella_regensburgei,g__Yokenella,species,s__Yokenella_regensburgei,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Yokenella,s__Yokenella_regensburgei
c__[Firmicutes_bacterium_M10-2],p__Firmicutes,class,c__[Firmicutes_bacterium_M10-2],Root,d__Bacteria,p__Firmicutes,c__[Firmicutes_bacterium_M10-2],,,,
o__[Firmicutes_bacterium_M10-2],c__[Firmicutes_bacterium_M10-2],order,o__[Firmicutes_bacterium_M10-2],Root,d__Bacteria,p__Firmicutes,c__[Firmicutes_bacterium_M10-2],o__[Firmicutes_bacterium_M10-2],,,
f__[Firmicutes_bacterium_M10-2],o__[Firmicutes_bacterium_M10-2],family,f__[Firmicutes_bacterium_M10-2],Root,d__Bacteria,p__Firmicutes,c__[Firmicutes_bacterium_M10-2],o__[Firmicutes_bacterium_M10-2],f__[Firmicutes_bacterium_M10-2],,
g__[Firmicutes_bacterium_M10-2],f__[Firmicutes_bacterium_M10-2],genus,g__[Firmicutes_bacterium_M10-2],Root,d__Bacteria,p__Firmicutes,c__[Firmicutes_bacterium_M10-2],o__[Firmicutes_bacterium_M10-2],f__[Firmicutes_bacterium_M10-2],g__[Firmicutes_bacterium_M10-2],
s__Firmicutes_bacterium_M10-2,g__[Firmicutes_bacterium_M10-2],species,s__Firmicutes_bacterium_M10-2,Root,d__Bacteria,p__Firmicutes,c__[Firmicutes_bacterium_M10-2],o__[Firmicutes_bacterium_M10-2],f__[Firmicutes_bacterium_M10-2],g__[Firmicutes_bacterium_M10-2],s__Firmicutes_bacterium_M10-2
f__Alteromonadaceae,o__Alteromonadales,family,f__Alteromonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,,
g__Glaciecola,f__Alteromonadaceae,genus,g__Glaciecola,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Glaciecola,
s__Glaciecola_psychrophila,g__Glaciecola,species,s__Glaciecola_psychrophila,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Glaciecola,s__Glaciecola_psychrophila
g__Kitasatospora,f__Streptomycetaceae,genus,g__Kitasatospora,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Kitasatospora,
s__Kitasatospora_sp._SolWspMP-SS2h,g__Kitasatospora,species,s__Kitasatospora_sp._SolWspMP-SS2h,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Kitasatospora,s__Kitasatospora_sp._SolWspMP-SS2h
o__Rhodospirillales,c__Alphaproteobacteria,order,o__Rhodospirillales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,,,
f__Rhodospirillaceae,o__Rhodospirillales,family,f__Rhodospirillaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,
g__Thalassospira,f__Rhodospirillaceae,genus,g__Thalassospira,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Thalassospira,
s__Thalassospira_profundimaris,g__Thalassospira,species,s__Thalassospira_profundimaris,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Thalassospira,s__Thalassospira_profundimaris
p__Acidobacteria,d__Bacteria,phylum,p__Acidobacteria,Root,d__Bacteria,p__Acidobacteria,,,,,
c__Acidobacteriia,p__Acidobacteria,class,c__Acidobacteriia,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,,,,
o__Acidobacteriales,c__Acidobacteriia,order,o__Acidobacteriales,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,
f__Acidobacteriaceae,o__Acidobacteriales,family,f__Acidobacteriaceae,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,,
g__[Acidobacteriaceae_bacterium_KBS_96],f__Acidobacteriaceae,genus,g__[Acidobacteriaceae_bacterium_KBS_96],Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__[Acidobacteriaceae_bacterium_KBS_96],
s__Acidobacteriaceae_bacterium_KBS_96,g__[Acidobacteriaceae_bacterium_KBS_96],species,s__Acidobacteriaceae_bacterium_KBS_96,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__[Acidobacteriaceae_bacterium_KBS_96],s__Acidobacteriaceae_bacterium_KBS_96
s__Streptomyces_sp._TAA204,g__Streptomyces,species,s__Streptomyces_sp._TAA204,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._TAA204
f__Peptostreptococcaceae,o__Clostridiales,family,f__Peptostreptococcaceae,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,,
g__Peptoclostridium,f__Peptostreptococcaceae,genus,g__Peptoclostridium,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoclostridium,
s__[Clostridium]_bifermentans,g__Peptoclostridium,species,s__[Clostridium]_bifermentans,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoclostridium,s__[Clostridium]_bifermentans
c__[Oscillatoriales],p__Cyanobacteria,class,c__[Oscillatoriales],Root,d__Bacteria,p__Cyanobacteria,c__[Oscillatoriales],,,,
o__Oscillatoriales,c__[Oscillatoriales],order,o__Oscillatoriales,Root,d__Bacteria,p__Cyanobacteria,c__[Oscillatoriales],o__Oscillatoriales,,,
f__[Lyngbya],o__Oscillatoriales,family,f__[Lyngbya],Root,d__Bacteria,p__Cyanobacteria,c__[Oscillatoriales],o__Oscillatoriales,f__[Lyngbya],,
g__Lyngbya,f__[Lyngbya],genus,g__Lyngbya,Root,d__Bacteria,p__Cyanobacteria,c__[Oscillatoriales],o__Oscillatoriales,f__[Lyngbya],g__Lyngbya,
s__Lyngbya_aestuarii,g__Lyngbya,species,s__Lyngbya_aestuarii,Root,d__Bacteria,p__Cyanobacteria,c__[Oscillatoriales],o__Oscillatoriales,f__[Lyngbya],g__Lyngbya,s__Lyngbya_aestuarii
o__Oceanospirillales,c__Gammaproteobacteria,order,o__Oceanospirillales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,,,
f__Halomonadaceae,o__Oceanospirillales,family,f__Halomonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,,
g__Halomonas,f__Halomonadaceae,genus,g__Halomonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,
s__Halomonas_anticariensis,g__Halomonas,species,s__Halomonas_anticariensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__Halomonas_anticariensis
s__Streptomyces_sp._CNT360,g__Streptomyces,species,s__Streptomyces_sp._CNT360,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._CNT360
c__Flavobacteriia,p__Bacteroidetes,class,c__Flavobacteriia,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,,,,
o__Flavobacteriales,c__Flavobacteriia,order,o__Flavobacteriales,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,,,
f__Flavobacteriaceae,o__Flavobacteriales,family,f__Flavobacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,,
g__Muricauda,f__Flavobacteriaceae,genus,g__Muricauda,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Muricauda,
s__Muricauda_sp._MAR_2010_75,g__Muricauda,species,s__Muricauda_sp._MAR_2010_75,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Muricauda,s__Muricauda_sp._MAR_2010_75
f__Lactobacillaceae,o__Lactobacillales,family,f__Lactobacillaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,,
g__Lactobacillus,f__Lactobacillaceae,genus,g__Lactobacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,
s__Lactobacillus_fabifermentans,g__Lactobacillus,species,s__Lactobacillus_fabifermentans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_fabifermentans
o__[Thermopetrobacter],c__Alphaproteobacteria,order,o__[Thermopetrobacter],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Thermopetrobacter],,,
f__[Thermopetrobacter],o__[Thermopetrobacter],family,f__[Thermopetrobacter],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Thermopetrobacter],f__[Thermopetrobacter],,
g__Thermopetrobacter,f__[Thermopetrobacter],genus,g__Thermopetrobacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Thermopetrobacter],f__[Thermopetrobacter],g__Thermopetrobacter,
s__Thermopetrobacter_sp._TC1,g__Thermopetrobacter,species,s__Thermopetrobacter_sp._TC1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Thermopetrobacter],f__[Thermopetrobacter],g__Thermopetrobacter,s__Thermopetrobacter_sp._TC1
f__Ruminococcaceae,o__Clostridiales,family,f__Ruminococcaceae,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,,
g__Anaerotruncus,f__Ruminococcaceae,genus,g__Anaerotruncus,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus,
s__Anaerotruncus_sp._G3(2012),g__Anaerotruncus,species,s__Anaerotruncus_sp._G3(2012),Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus,s__Anaerotruncus_sp._G3(2012)
f__Eubacteriaceae,o__Clostridiales,family,f__Eubacteriaceae,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,,
g__Eubacterium,f__Eubacteriaceae,genus,g__Eubacterium,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,
s__Eubacterium_plexicaudatum,g__Eubacterium,species,s__Eubacterium_plexicaudatum,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_plexicaudatum
g__Ewingella,f__Enterobacteriaceae,genus,g__Ewingella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Ewingella,
s__Ewingella_americana,g__Ewingella,species,s__Ewingella_americana,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Ewingella,s__Ewingella_americana
c__Bacteroidia,p__Bacteroidetes,class,c__Bacteroidia,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,,,,
o__Bacteroidales,c__Bacteroidia,order,o__Bacteroidales,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,,,
f__Prevotellaceae,o__Bacteroidales,family,f__Prevotellaceae,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,,
g__Prevotella,f__Prevotellaceae,genus,g__Prevotella,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,
s__Prevotella_enoeca,g__Prevotella,species,s__Prevotella_enoeca,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_enoeca
g__Hafnia,f__Enterobacteriaceae,genus,g__Hafnia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Hafnia,
s__Hafnia_alvei,g__Hafnia,species,s__Hafnia_alvei,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia_alvei
s__Prevotella_fusca,g__Prevotella,species,s__Prevotella_fusca,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_fusca
p__Verrucomicrobia,d__Bacteria,phylum,p__Verrucomicrobia,Root,d__Bacteria,p__Verrucomicrobia,,,,,
c__[Methylacidiphilales],p__Verrucomicrobia,class,c__[Methylacidiphilales],Root,d__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilales],,,,
o__Methylacidiphilales,c__[Methylacidiphilales],order,o__Methylacidiphilales,Root,d__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilales],o__Methylacidiphilales,,,
f__Methylacidiphilaceae,o__Methylacidiphilales,family,f__Methylacidiphilaceae,Root,d__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilales],o__Methylacidiphilales,f__Methylacidiphilaceae,,
g__Methylacidiphilum,f__Methylacidiphilaceae,genus,g__Methylacidiphilum,Root,d__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilales],o__Methylacidiphilales,f__Methylacidiphilaceae,g__Methylacidiphilum,
s__Methylacidiphilum_fumariolicum,g__Methylacidiphilum,species,s__Methylacidiphilum_fumariolicum,Root,d__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilales],o__Methylacidiphilales,f__Methylacidiphilaceae,g__Methylacidiphilum,s__Methylacidiphilum_fumariolicum
f__Alcanivoracaceae,o__Oceanospirillales,family,f__Alcanivoracaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,,
g__Alcanivorax,f__Alcanivoracaceae,genus,g__Alcanivorax,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,g__Alcanivorax,
s__Alcanivorax_pacificus,g__Alcanivorax,species,s__Alcanivorax_pacificus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae,g__Alcanivorax,s__Alcanivorax_pacificus
f__Microbacteriaceae,o__Actinomycetales,family,f__Microbacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,,
g__Microbacterium,f__Microbacteriaceae,genus,g__Microbacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,
s__Microbacterium_laevaniformans,g__Microbacterium,species,s__Microbacterium_laevaniformans,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_laevaniformans
g__Rhodospirillum,f__Rhodospirillaceae,genus,g__Rhodospirillum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Rhodospirillum,
s__Rhodospirillum_photometricum,g__Rhodospirillum,species,s__Rhodospirillum_photometricum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Rhodospirillum,s__Rhodospirillum_photometricum
g__Dorea,f__Lachnospiraceae,genus,g__Dorea,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,
s__Dorea_sp._5-2,g__Dorea,species,s__Dorea_sp._5-2,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_sp._5-2
s__Eubacterium_sp._14-2,g__Eubacterium,species,s__Eubacterium_sp._14-2,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._14-2
s__Mucilaginibacter_frigoritolerans,g__Mucilaginibacter,species,s__Mucilaginibacter_frigoritolerans,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter_frigoritolerans
c__[Stigonematales],p__Cyanobacteria,class,c__[Stigonematales],Root,d__Bacteria,p__Cyanobacteria,c__[Stigonematales],,,,
o__Stigonematales,c__[Stigonematales],order,o__Stigonematales,Root,d__Bacteria,p__Cyanobacteria,c__[Stigonematales],o__Stigonematales,,,
f__[Fischerella],o__Stigonematales,family,f__[Fischerella],Root,d__Bacteria,p__Cyanobacteria,c__[Stigonematales],o__Stigonematales,f__[Fischerella],,
g__Fischerella,f__[Fischerella],genus,g__Fischerella,Root,d__Bacteria,p__Cyanobacteria,c__[Stigonematales],o__Stigonematales,f__[Fischerella],g__Fischerella,
s__Fischerella_sp._PCC_9339,g__Fischerella,species,s__Fischerella_sp._PCC_9339,Root,d__Bacteria,p__Cyanobacteria,c__[Stigonematales],o__Stigonematales,f__[Fischerella],g__Fischerella,s__Fischerella_sp._PCC_9339
g__Flavobacterium,f__Flavobacteriaceae,genus,g__Flavobacterium,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
s__Flavobacterium_anhuiense,g__Flavobacterium,species,s__Flavobacterium_anhuiense,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_anhuiense
o__Rhodobacterales,c__Alphaproteobacteria,order,o__Rhodobacterales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,,,
f__Rhodobacteraceae,o__Rhodobacterales,family,f__Rhodobacteraceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
g__Sagittula,f__Rhodobacteraceae,genus,g__Sagittula,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sagittula,
s__Sagittula_stellata,g__Sagittula,species,s__Sagittula_stellata,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sagittula,s__Sagittula_stellata
g__Gemmobacter,f__Rhodobacteraceae,genus,g__Gemmobacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Gemmobacter,
s__Gemmobacter_caeni,g__Gemmobacter,species,s__Gemmobacter_caeni,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Gemmobacter,s__Gemmobacter_caeni
g__Elizabethkingia,f__Flavobacteriaceae,genus,g__Elizabethkingia,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Elizabethkingia,
s__Elizabethkingia_anophelis,g__Elizabethkingia,species,s__Elizabethkingia_anophelis,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Elizabethkingia,s__Elizabethkingia_anophelis
f__Thermomonosporaceae,o__Actinomycetales,family,f__Thermomonosporaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,,
g__Actinomadura,f__Thermomonosporaceae,genus,g__Actinomadura,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinomadura,
s__Actinomadura_flavalba,g__Actinomadura,species,s__Actinomadura_flavalba,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinomadura,s__Actinomadura_flavalba
